transaction_id,customer_id,account_type,branch_code,transaction_type,transaction_amount,transaction_date,channel,balance_after_transaction,merchant_category_code,geo_location
T100884,C10383,Savings,BR-010,Transfer,55579,2024-02-27 05:32:55,Internet,273847,8075,"28.678096, 81.974277"
T100885,C11706,Savings,BR-001,Transfer,85492,2025-03-09 11:46:40,Qr,114776,2078,"26.726801, 83.89733"
T100886,C12814,Business,BR-016,Transfer,87469,2024-12-24 20:11:47,Qr,181494,1489,"29.794579, 85.842818"
T100887,C10091,Savings,BR-008,Online Payment,20063,2024-11-29 22:06:13,Atm,477322,7330,"28.463265, 84.280607"
T100888,C11666,Business,BR-007,Transfer,55223,2025-02-01 06:18:09,Atm,193971,8167,"27.907802, 86.693812"
T100889,C12947,Savings,BR-016,Withdrawal,92805,2024-12-02 18:23:27,Counter,406608,1169,"28.374727, 87.669583"
T100890,C10806,Current,BR-004,Withdrawal,73577,2024-05-27 17:59:03,Atm,307868,5528,"26.006769, 80.765213"
T100891,C12615,Current,BR-019,Withdrawal,14488,2024-04-24 22:33:31,Mobile Banking,295443,7485,"26.728372, 80.56181"
T100892,C12335,Savings,BR-003,Deposit,5669,2023-09-17 16:49:54,Counter,278785,7377,"26.946163, 86.452896"
T100893,C10495,Current,BR-017,Transfer,69936,2025-03-18 22:32:58,Internet,342678,5546,"29.618709, 86.378945"
T100894,C12886,Business,BR-006,Online Payment,36686,2023-07-26 01:46:34,Internet,269449,3687,"28.864625, 83.79798"
T100895,C10030,Current,BR-001,Transfer,12115,2024-02-02 21:36:23,Atm,230334,2361,"28.456971, 82.45552"
T100896,C12920,Savings,BR-003,Deposit,45102,2024-07-11 14:35:43,Internet,281926,4628,"27.461931, 87.916877"
T100897,C11051,Current,BR-018,Withdrawal,6354,2024-09-28 01:02:17,Atm,341401,9241,"29.936812, 83.07953"
T100898,C11998,Business,BR-016,Deposit,17244,2024-11-17 16:39:01,Mobile Banking,237371,4061,"29.8646, 81.596594"
T100899,C12791,Savings,BR-020,Withdrawal,24314,2024-02-27 02:39:25,Qr,78963,3938,"26.055411, 81.92859"
T100900,C10772,Business,BR-018,Deposit,80819,2024-01-29 16:27:39,Internet,122987,9820,"29.201439, 83.601867"
T100901,C12826,Business,BR-013,Withdrawal,71874,2024-05-18 07:09:09,Internet,152638,7614,"26.387789, 84.995315"
T100902,C12067,Business,BR-003,Withdrawal,6190,2024-10-15 21:36:08,Internet,125591,3043,"27.786621, 86.710484"
T100903,C12811,Current,BR-013,Transfer,11737 USD,2024-06-10 12:37:44,Atm,68766,5363,"29.915584, 81.388008"
T100904,C10066,Business,BR-008,Withdrawal,22515,2024-03-31 21:54:29,Internet,7511,8007,"28.846054, 83.552677"
T100905,C12345,Current,BR-001,Withdrawal,24171,2024-10-01 10:29:20,Internet,115816,4337,"26.654109, 86.485472"
T100906,C11700,Business,BR-016,Transfer,58343,2023-08-21 21:33:30,Qr,250432,3610,"29.149055, 85.99619"
T100907,C12390,Current,BR-009,Transfer,41340,2024-03-06 15:19:46,Internet,420393,5750,"29.853127, 83.672999"
T100908,C11453,Savings,BR-015,Online Payment,83907,2024-07-01 19:10:11,Counter,267909,2036,"27.837776, 85.482732"
T100909,C10047,Current,BR-009,Online Payment,33534,2025-02-11 00:43:56,Qr,152426,7095,"28.95197, 85.33729"
T100910,C12916,Current,BR-002,Online Payment,69824,2023-06-16 12:44:12,Atm,287073,5671,"28.764323, 87.915035"
T100911,C10131,Savings,BR-020,Transfer,75797 USD,2023-07-22 09:52:36,Counter,160892,6553,"27.185886, 84.759272"
T100912,C11102,Business,BR-013,Withdrawal,28832,2024-03-16 22:12:41,Counter,112576,1696,"28.786036, 84.062975"
T100913,C12846,Current,BR-012,Transfer,11414,2024-07-10 09:50:24,Counter,423739,2037,"26.911274, 87.815939"
T100914,C11305,Savings,BR-019,Online Payment,24054,2024-01-21 08:56:19,Mobile Banking,72088,8938,"28.902172, 82.151713"
T100915,C12240,Savings,BR-007,Deposit,57208,2023-06-22 21:48:04,Mobile Banking,460379,9452,"26.775711, 86.966649"
T100916,C10133,Business,BR-019,Withdrawal,87144,2025-05-20 10:43:48,Qr,78525,2890,"26.117078, 87.99039"
T100917,C12591,Savings,BR-004,Withdrawal,87605,2023-08-22 22:00:08,Atm,14780,5540,"28.528321, 87.815014"
T100918,C10063,Current,BR-020,Deposit,36768,2024-12-27 19:53:37,Qr,269733,8579,"29.488688, 85.934954"
T100919,C11758,Savings,BR-010,Deposit,23161,2024-03-17 14:03:26,Counter,429028,5535,"27.818775, 86.876739"
T100920,C12245,Savings,BR-006,Withdrawal,79352,2024-07-28 06:08:42,Mobile Banking,356808,5091,"27.190389, 83.352542"
T100921,C10818,Business,BR-015,Withdrawal,39849,2025-05-25 11:44:33,Internet,440155,6233,"29.76292, 84.430586"
T100922,C11928,Business,BR-019,Online Payment,17007,2025-03-28 05:45:21,Counter,445709,1994,"28.32666, 87.016581"
T100923,C12307,Savings,BR-007,Deposit,18877,2024-08-17 19:34:18,Internet,105188,8566,"28.473477, 83.794877"
T100924,C11846,Current,BR-004,Deposit,93329,2024-05-16 11:04:17,Qr,94326,6031,"28.568853, 85.643256"
T100925,C11552,Current,BR-008,Transfer,51845,2025-01-04 12:40:01,Mobile Banking,304097,7041,"29.022463, 80.832038"
T100926,C11844,Savings,BR-014,Transfer,91965,2023-08-09 04:36:42,Mobile Banking,66785,8565,"26.231803, 87.090833"
T100927,C11185,Savings,BR-020,Online Payment,81918,2024-02-01 08:39:33,Internet,20309,6151,"28.874507, 87.678552"
T100928,C11740,Business,BR-017,Online Payment,23724,2024-07-04 03:16:32,Counter,55195,3950,"29.848406, 87.315718"
T100929,C10476,Business,BR-020,Deposit,23421,2023-07-31 03:36:48,Internet,26901,7025,"26.094899, 83.293736"
T100930,C12933,Savings,BR-007,Online Payment,10588,2025-03-06 17:16:41,Counter,155648,4813,"27.313235, 85.538908"
T100931,C10505,Current,BR-003,Withdrawal,22674,2023-11-28 11:52:33,Atm,425724,3513,"29.256296, 84.400168"
T100932,C11002,Business,BR-012,Online Payment,5340,2024-07-09 10:13:09,Internet,468927,7474,"28.212375, 82.658766"
T100933,C11065,Current,BR-001,Deposit,43321,2024-03-02 04:35:44,Mobile Banking,26464,4440,"26.281483, 87.897575"
T100934,C11841,Business,BR-004,Transfer,10578,2024-08-09 15:45:52,Counter,454497,2961,"26.994624, 86.820889"
T100935,C10652,Savings,BR-014,Deposit,55745,2023-09-06 22:26:41,Qr,279404,9023,"28.60631, 81.223527"
T100936,C10012,Business,BR-005,Withdrawal,19362,2024-07-12 21:19:45,Atm,125997,4360,"26.929186, 83.536632"
T100937,C11024,Business,BR-011,Withdrawal,52896,2024-08-28 14:23:32,Qr,298584,8309,"28.569308, 87.81299"
T100938,C10752,Business,BR-012,Online Payment,4532,2024-05-30 17:56:28,Internet,358226,7427,"29.462604, 80.856403"
T100939,C10701,Business,BR-010,Withdrawal,95357,2024-01-17 05:29:01,Qr,368727,9484,"27.770606, 80.368271"
T100940,C10255,Savings,BR-020,Transfer,64391,2024-08-19 00:41:58,Counter,57683,7248,"29.496983, 87.197769"
T100941,C11891,Savings,BR-017,Withdrawal,79204,2025-01-14 23:00:05,Mobile Banking,387350,4516,"28.590373, 86.109774"
T100942,C12464,Current,BR-018,Withdrawal,59499,2024-07-10 02:27:04,Internet,173502,8714,"26.270789, 87.700335"
T100943,C11177,Business,BR-002,Transfer,79814,2024-02-29 07:42:19,Atm,396203,5735,"26.596334, 87.298532"
T100944,C10108,Business,BR-013,Withdrawal,50528,2024-11-12 13:40:01,Qr,157177,6423,"26.707255, 87.136685"
T100945,C10442,Savings,BR-006,Transfer,87831,2024-10-03 02:55:02,Mobile Banking,79484,6713,"27.306617, 83.283554"
T100946,C12409,Current,BR-004,Deposit,402,2024-02-01 03:53:13,Counter,250819,3454,"26.108689, 81.863521"
T100947,C12988,Current,BR-012,Transfer,82658,2023-05-27 23:10:25,Mobile Banking,407242,4792,"29.693739, 83.543832"
T100948,C10789,Current,BR-015,Deposit,155 USD,2024-01-03 21:06:35,Mobile Banking,331453,9924,"26.603466, 86.889605"
T100949,C10151,Current,BR-001,Transfer,8817,2024-09-26 04:24:01,Counter,309071,9300,"26.084325, 82.978187"
T100950,C12654,Business,BR-008,Withdrawal,28799,2023-06-28 05:44:49,Internet,207486,2738,"28.285735, 86.798864"
T100951,C12011,Savings,BR-008,Online Payment,73786,2024-08-04 12:20:50,Qr,451751,3298,"28.191845, 86.244761"
T100952,C12254,Current,BR-006,Online Payment,67761,2024-05-25 16:41:50,Counter,306090,9388,"28.701357, 87.8547"
T100953,C12371,Business,BR-014,Online Payment,44347,2025-04-21 17:52:47,Internet,389647,3624,"27.947118, 80.147565"
T100954,C10533,Savings,BR-020,Withdrawal,16848,2023-06-18 12:25:07,Counter,450777,1992,"26.521616, 83.517037"
T100955,C10891,Business,BR-019,Online Payment,4721,2024-07-31 21:43:01,Counter,142449,6042,"28.156449, 82.45726"
T100956,C10006,Current,BR-004,Transfer,15134,2024-04-26 08:40:02,Internet,54592,7979,"26.507797, 86.763378"
T100957,C11492,Current,BR-007,Online Payment,5226,2023-08-25 19:21:33,Mobile Banking,139419,7590,"29.508198, 84.764042"
T100958,C11068,Current,BR-014,Online Payment,5222,2023-10-15 18:36:53,Qr,296920,2348,"26.245499, 81.058125"
T100959,C12610,Savings,BR-012,Deposit,18130 USD,2023-06-08 00:04:41,Atm,397999,4734,"27.632508, 80.574348"
T100960,C10500,Business,BR-003,Withdrawal,82938,2023-10-05 22:36:40,Counter,56798,1804,"28.228247, 86.868956"
T100961,C10635,Current,BR-001,Transfer,84817,2024-10-15 19:07:47,Internet,136370,6604,"27.751544, 84.15243"
T100962,C10281,Savings,BR-006,Transfer,55758,2023-11-12 12:13:04,Counter,333348,5373,"27.891346, 83.041532"
T100963,C12656,Business,BR-018,Transfer,38738,2024-07-16 01:17:51,Atm,349351,8218,"27.605855, 81.21728"
T100964,C12766,Business,BR-012,Withdrawal,67167,2024-11-23 01:23:40,Mobile Banking,363500,6192,"28.263057, 85.01017"
T100965,C10763,Savings,BR-010,Withdrawal,88969,2025-03-03 23:38:06,Counter,449377,4775,"29.494787, 85.265226"
T100966,C11233,Business,BR-001,Withdrawal,34774,2024-03-13 21:41:08,Counter,323796,9206,"29.6984, 87.804734"
T100967,C10051,Business,BR-018,Withdrawal,35954,2025-04-25 02:40:03,Counter,428700,8167,"29.563973, 81.997485"
T100968,C10469,Current,BR-019,Online Payment,46371,2023-08-20 07:44:47,Counter,492830,6207,"26.44729, 82.477511"
T100969,C12700,Business,BR-008,Deposit,73788,2025-02-10 14:16:15,Counter,392716,7942,"29.80999, 83.028681"
T100970,C10654,Savings,BR-002,Deposit,38618,2024-08-17 09:14:40,Atm,244767,9233,"28.616483, 80.037646"
T100971,C12415,Current,BR-017,Online Payment,10367,2024-07-10 05:45:14,Qr,21922,5284,"28.444494, 82.305858"
T100972,C10904,Savings,BR-018,Deposit,90925,2024-04-18 22:17:12,Internet,428244,7207,"26.446019, 86.411331"
T100973,C10775,Savings,BR-018,Withdrawal,1162,2024-04-03 02:28:40,Internet,414532,5392,"28.979527, 82.03793"
T100974,C12947,Current,BR-008,Withdrawal,50548,2024-03-23 09:26:20,Qr,340140,9685,"27.898024, 86.161835"
T100975,C10908,Savings,BR-003,Deposit,95562,2023-11-23 20:59:55,Mobile Banking,411184,4798,"27.41363, 80.679097"
T100976,C10085,Business,BR-011,Online Payment,6329,2024-05-06 16:43:35,Atm,293410,7864,"28.551437, 82.225881"
T100977,C12537,Savings,BR-006,Deposit,56893,2024-04-08 19:07:24,Counter,227817,6095,"28.221479, 84.047679"
T100978,C11878,Savings,BR-007,Transfer,48015,2024-09-25 14:53:25,Qr,418216,6073,"27.679223, 87.526975"
T100979,C10405,Current,BR-019,Deposit,4732,2023-06-01 12:45:33,Atm,408227,3462,"28.475607, 82.979665"
T100980,C11178,Savings,BR-019,Deposit,3696 USD,2024-03-22 23:20:05,Mobile Banking,3866,4045,"27.616926, 80.181229"
T100981,C11092,Business,BR-016,Transfer,6268,2025-05-10 23:38:21,Internet,113669,4694,"27.381671, 83.151225"
T100982,C10153,Savings,BR-016,Withdrawal,7661,2025-04-20 02:36:54,Atm,269042,9149,"27.395381, 86.61554"
T100983,C10986,Current,BR-017,Withdrawal,73894,2023-09-04 05:22:09,Mobile Banking,281539,2667,"26.010484, 81.307151"
T100984,C11998,Current,BR-009,Withdrawal,82252,2024-06-09 11:06:55,Mobile Banking,171091,9683,"28.115914, 83.047199"
T100985,C12745,Business,BR-014,Transfer,26834,2025-01-05 23:49:44,Internet,497459,7637,"29.66409, 87.149652"
T100986,C10443,Business,BR-005,Deposit,6471,2024-01-01 11:10:02,Internet,267150,5169,"26.671989, 86.476426"
T100987,C11479,Savings,BR-007,Online Payment,26169,2024-03-13 07:57:58,Qr,166465,8587,"26.800486, 81.095487"
T100988,C10548,Current,BR-017,Deposit,80005,2024-05-03 09:52:35,Counter,274100,8543,"26.544238, 86.542272"
T100989,C10101,Business,BR-020,Online Payment,13010,2024-11-22 03:59:26,Qr,444258,2208,"26.943096, 82.419645"
T100990,C11245,Business,BR-002,Transfer,73579,2024-07-22 22:22:01,Internet,490415,9692,"28.290446, 86.002442"
T100991,C12162,Savings,BR-005,Deposit,77835,2025-01-14 03:32:44,Counter,400294,3381,"28.412021, 86.017631"
T100992,C11429,Business,BR-006,Transfer,81364,2023-10-08 10:31:34,Internet,423847,7505,"28.199966, 80.211484"
T100993,C10359,Current,BR-015,Withdrawal,23375,2023-12-10 12:12:09,Mobile Banking,358820,1441,"28.322167, 80.687211"
T100994,C10789,Savings,BR-002,Withdrawal,72374,2023-10-22 21:28:10,Qr,122724,2977,"28.16319, 86.687916"
T100995,C10661,Current,BR-017,Online Payment,81549,2025-02-18 19:26:06,Mobile Banking,63901,8998,"27.781646, 85.17559"
T100996,C10414,Savings,BR-015,Online Payment,60104,2024-12-15 21:57:11,Counter,370371,7654,"29.993436, 87.146196"
T100997,C11327,Current,BR-013,Online Payment,63081,2025-04-03 01:29:10,Atm,201569,7264,"29.285727, 81.101663"
T100998,C12514,Current,BR-018,Online Payment,84759,2024-04-19 02:51:08,Counter,489029,3316,"26.007061, 80.684342"
T100999,C11489,Business,BR-015,Deposit,54653,2024-09-21 14:38:25,Counter,118192,5363,"28.784782, 80.519891"
T101000,C12649,Current,BR-020,Withdrawal,48547,2023-11-09 10:18:59,Mobile Banking,173646,9583,"26.335445, 83.71341"
T101001,C11571,Current,BR-014,Deposit,34629,2024-05-28 13:07:18,Counter,294561,4151,"28.705366, 84.511787"
T101002,C12249,Savings,BR-003,Online Payment,75803,2023-07-17 09:37:59,Internet,351164,4241,"29.222249, 87.035923"
T101003,C12942,Current,BR-020,Online Payment,76190,2023-08-28 03:09:45,Mobile Banking,346783,8352,"28.978125, 87.75687"
T101004,C11047,Savings,BR-014,Withdrawal,17360,2024-02-26 11:29:25,Atm,459222,8719,"29.358463, 80.224665"
T101005,C11735,Current,BR-013,Transfer,3912,2024-08-18 03:30:12,Mobile Banking,95881,8993,"28.557449, 82.253458"
T101006,C12802,Current,BR-010,Online Payment,28124,2024-07-04 03:45:47,Mobile Banking,243934,8819,"26.831433, 86.385"
T101007,C11731,Current,BR-015,Transfer,58756,2023-09-02 21:16:40,Internet,433670,1821,"29.681524, 86.892598"
T101008,C10828,Current,BR-012,Deposit,27385,2024-06-22 12:25:45,Counter,133659,9959,"27.245671, 80.059746"
T101009,C12569,Business,BR-018,Transfer,92536,2024-12-13 14:22:02,Counter,122688,1061,"26.820638, 85.400587"
T101010,C12165,Business,BR-008,Online Payment,1705,2024-01-04 08:54:39,Counter,116584,6953,"28.376185, 83.264945"
T101011,C12376,Savings,BR-001,Transfer,71258,2025-02-14 05:26:49,Qr,186782,8345,"28.378714, 85.121292"
T101012,C11077,Current,BR-011,Transfer,72403,2024-09-24 02:17:12,Qr,349711,6085,"26.901302, 85.675988"
T101013,C10046,Current,BR-007,Online Payment,27239,2023-08-30 22:32:26,Mobile Banking,223820,5404,"27.974307, 81.065869"
T101014,C11446,Business,BR-012,Withdrawal,77249,2023-10-22 16:30:35,Qr,339030,9975,"28.243363, 83.103964"
T101015,C11499,Current,BR-019,Withdrawal,56238,2024-12-11 12:45:30,Mobile Banking,413032,2688,"28.375967, 85.854384"
T101016,C11954,Business,BR-006,Deposit,76225,2023-09-04 06:49:00,Atm,217896,2265,"27.166112, 85.308953"
T101017,C12997,Current,BR-003,Transfer,14018,2024-05-15 12:19:12,Internet,292576,3730,"26.72892, 85.531481"
T101018,C11040,Savings,BR-007,Online Payment,85755,2023-10-31 18:08:57,Counter,180689,9937,"28.811294, 85.426563"
T101019,C12420,Savings,BR-007,Withdrawal,27546,2023-07-15 06:11:23,Internet,335517,5150,"28.791331, 83.6128"
T101020,C10124,Savings,BR-003,Withdrawal,13146,2023-09-21 04:43:44,Qr,166289,9690,"29.998547, 83.985407"
T101021,C12224,Savings,BR-019,Transfer,24918,2024-09-23 03:37:06,Internet,284028,8648,"28.367839, 82.823815"
T101022,C11010,Business,BR-014,Withdrawal,4424,2025-01-03 09:35:18,Internet,268598,7824,"29.680586, 83.493366"
T101023,C11705,Savings,BR-016,Withdrawal,76423,2023-10-30 21:35:09,Mobile Banking,75960,8028,"29.282259, 80.067352"
T101024,C10705,Business,BR-020,Transfer,9211 USD,2024-11-10 02:22:02,Atm,103421,3240,"29.861202, 81.645537"
T101025,C10336,Savings,BR-006,Online Payment,38210,2023-12-31 01:02:54,Counter,239245,1791,"26.219786, 84.017965"
T101026,C10238,Business,BR-005,Deposit,16489,2024-12-22 05:50:19,Qr,44618,9284,"28.087567, 87.099009"
T101027,C10218,Current,BR-019,Deposit,41527,2024-06-07 07:36:02,Mobile Banking,478164,4477,"29.907736, 83.880555"
T101028,C12503,Current,BR-013,Transfer,79679,2024-10-24 22:08:25,Mobile Banking,456887,7147,"28.584361, 81.779909"
T101029,C10101,Savings,BR-005,Withdrawal,28846,2023-06-21 02:37:50,Internet,48111,7974,"26.942097, 81.932248"
T101030,C12305,Business,BR-010,Withdrawal,87986,2024-11-18 07:38:02,Counter,433829,1537,"26.828711, 80.079151"
T101031,C10867,Savings,BR-002,Withdrawal,217,2023-12-13 03:17:55,Counter,217750,6805,"26.816671, 85.808278"
T101032,C10289,Business,BR-015,Deposit,84571,2023-06-23 15:03:37,Atm,121592,4551,"26.414165, 87.030962"
T101033,C10403,Business,BR-003,Deposit,13334,2023-12-17 11:30:44,Internet,235000,4582,"26.486867, 86.762923"
T101034,C10571,Current,BR-002,Deposit,53541,2024-07-05 13:50:37,Qr,256989,7329,"29.342706, 80.467681"
T101035,C10557,Savings,BR-019,Deposit,946,2024-09-06 10:02:32,Qr,323137,2188,"29.501802, 85.444014"
T101036,C12327,Savings,BR-014,Deposit,11054,2023-10-28 22:38:01,Internet,129652,3994,"27.890095, 83.803089"
T101037,C12010,Savings,BR-017,Online Payment,79339,2023-11-18 05:30:18,Atm,403064,6284,"26.798625, 85.418557"
T101038,C10434,Savings,BR-016,Online Payment,46614,2024-11-13 13:40:03,Internet,79672,5019,"26.172748, 86.171423"
T101039,C12068,Savings,BR-018,Withdrawal,88336,2023-08-16 04:27:49,Mobile Banking,251351,7832,"27.212338, 80.071141"
T101040,C12725,Current,BR-019,Withdrawal,97679,2025-01-04 10:06:27,Internet,329269,1495,"27.948573, 85.152007"
T101041,C11290,Business,BR-007,Deposit,6569,2024-10-03 12:58:25,Internet,218516,8571,"28.004562, 86.966353"
T101042,C11190,Current,BR-015,Online Payment,30205,2024-02-15 11:48:31,Mobile Banking,380653,7356,"29.334319, 84.152695"
T101043,C10696,Savings,BR-001,Deposit,42201,2024-02-11 01:47:57,Internet,62602,9999,"26.450541, 86.371819"
T101044,C10687,Current,BR-011,Deposit,64423,2023-06-07 02:38:19,Qr,204117,9626,"26.132188, 85.709589"
T101045,C11950,Savings,BR-004,Withdrawal,92022,2023-12-16 00:34:53,Mobile Banking,238069,5214,"28.244948, 84.121066"
T101046,C10910,Business,BR-014,Deposit,58167,2025-05-19 07:05:54,Atm,43222,8512,"27.177525, 83.014925"
T101047,C10681,Business,BR-010,Online Payment,49476,2023-06-24 08:40:06,Internet,312367,6926,"26.293225, 81.71198"
T101048,C10241,Savings,BR-020,Transfer,45687,2024-08-24 14:59:54,Counter,242084,3991,"28.233081, 87.57513"
T101049,C10714,Business,BR-019,Online Payment,37076,2024-06-18 23:35:47,Mobile Banking,243318,3481,"27.970801, 84.587585"
T101050,C11047,Savings,BR-001,Deposit,67684,2023-07-16 11:05:13,Mobile Banking,66333,2464,"28.754816, 82.063918"
T101051,C10886,Current,BR-017,Withdrawal,78577,2024-06-02 22:02:11,Counter,184804,9385,"29.838425, 85.446347"
T101052,C10809,Current,BR-019,Transfer,42633,2024-08-11 20:53:46,Counter,385794,3929,"29.335098, 87.695643"
T101053,C12892,Business,BR-012,Online Payment,1928,2025-02-09 00:02:27,Qr,50420,1924,"29.601226, 80.586182"
T101054,C10937,Current,BR-005,Transfer,2017,2023-10-05 21:07:34,Mobile Banking,76504,1300,"28.762189, 84.518801"
T101055,C12192,Current,BR-017,Deposit,20718,2024-01-07 22:29:15,Mobile Banking,3462,8232,"28.84225, 83.911258"
T101056,C12507,Current,BR-004,Deposit,32354,2023-09-02 16:01:10,Mobile Banking,272604,9825,"29.287503, 86.253563"
T101057,C11816,Current,BR-001,Withdrawal,47462,2023-07-30 17:32:47,Internet,100319,7319,"29.904551, 85.747715"
T101058,C12087,Current,BR-008,Online Payment,20228,2023-10-03 22:50:36,Counter,257674,6412,"29.0043, 87.036589"
T101059,C11232,Business,BR-002,Transfer,59483,2023-12-17 03:18:26,Counter,141347,2836,"27.339423, 83.7638"
T101060,C12418,Savings,BR-006,Online Payment,65645,2023-05-31 19:25:07,Atm,488429,1116,"28.788813, 86.598666"
T101061,C12302,Current,BR-017,Online Payment,82280,2025-03-02 15:11:21,Qr,145341,4832,"29.670698, 86.921045"
T101062,C11876,Savings,BR-002,Online Payment,88058,2025-05-20 01:37:36,Atm,130593,7546,"28.448729, 81.645858"
T101063,C11068,Current,BR-004,Transfer,9965,2025-03-29 21:18:59,Internet,123672,6253,"26.64417, 82.076615"
T101064,C11528,Savings,BR-017,Transfer,2319,2025-02-19 20:42:14,Qr,460158,4374,"26.622159, 81.649673"
T101065,C10726,Savings,BR-003,Online Payment,39909,2024-12-31 20:15:28,Atm,336064,3729,"27.223811, 80.267138"
T101066,C10105,Business,BR-020,Transfer,5387,2024-09-30 05:27:05,Qr,285697,3015,"26.312303, 81.649805"
T101067,C10322,Current,BR-004,Withdrawal,34487,2023-06-29 06:36:26,Qr,418582,4882,"26.400359, 83.093573"
T101068,C11371,Current,BR-002,Withdrawal,8612,2025-04-28 22:18:43,Mobile Banking,45036,1523,"27.13962, 84.440437"
T101069,C12359,Business,BR-016,Online Payment,1442,2024-11-04 04:32:13,Qr,149441,3854,"26.341834, 85.62762"
T101070,C10162,Savings,BR-002,Transfer,63176,2025-01-25 01:25:15,Mobile Banking,143867,1122,"28.201108, 85.828187"
T101071,C10024,Business,BR-015,Online Payment,19316,2025-05-03 18:12:38,Internet,71021,2183,"28.523964, 82.096831"
T101072,C11392,Savings,BR-020,Online Payment,93170,2024-07-01 11:50:52,Counter,370349,2544,"29.974576, 84.270276"
T101073,C10976,Business,BR-012,Online Payment,79867,2024-03-07 16:18:20,Counter,462370,2649,"28.489591, 81.726563"
T101074,C10309,Business,BR-001,Withdrawal,97929,2023-08-01 04:44:57,Internet,162215,4184,"28.435097, 87.196468"
T101075,C11647,Current,BR-006,Withdrawal,26714,2023-10-14 02:15:05,Mobile Banking,423641,2003,"27.526925, 82.696992"
T101076,C10561,Current,BR-004,Withdrawal,36358,2025-03-10 17:14:45,Counter,351353,2596,"26.344323, 84.354206"
T101077,C12498,Current,BR-008,Withdrawal,93889,2023-09-26 13:33:07,Counter,338283,5593,"27.598429, 81.472118"
T101078,C12853,Current,BR-002,Withdrawal,42178,2024-04-12 02:40:43,Qr,237304,9645,"26.556345, 80.848189"
T101079,C11830,Savings,BR-019,Deposit,83624,2024-08-26 22:12:58,Counter,6368,1051,"27.153969, 84.024293"
T101080,C11569,Current,BR-001,Online Payment,96673,2024-11-24 12:25:02,Atm,136693,2177,"26.910666, 80.316201"
T101081,C11183,Current,BR-012,Withdrawal,12319,2024-05-03 19:23:42,Atm,59829,9402,"26.02304, 87.802966"
T101082,C10819,Business,BR-013,Withdrawal,335,2025-02-03 11:27:42,Qr,392180,4706,"26.572457, 82.498443"
T101083,C11227,Savings,BR-018,Transfer,43029,2023-10-30 02:08:46,Counter,454510,4830,"29.801336, 82.568512"
T101084,C11736,Current,BR-007,Deposit,67544,2023-07-07 22:31:19,Mobile Banking,277863,6488,"28.760152, 81.394691"
T101085,C12344,Savings,BR-010,Deposit,8667,2024-02-01 18:42:33,Mobile Banking,30227,6414,"29.611307, 83.3171"
T101086,C11764,Current,BR-013,Online Payment,70892,2023-06-05 11:55:06,Atm,110430,7576,"28.216155, 86.583873"
T101087,C11551,Business,BR-013,Withdrawal,65541,2024-05-16 22:18:12,Qr,401782,8384,"28.440406, 80.061387"
T101088,C10528,Savings,BR-016,Online Payment,84655,2024-11-17 18:29:22,Counter,13306,3323,"26.737007, 85.772179"
T101089,C10851,Current,BR-015,Withdrawal,73798,2025-03-21 23:45:40,Internet,54822,2847,"27.828876, 84.312727"
T101090,C12566,Business,BR-001,Withdrawal,5515,2024-04-28 02:34:58,Internet,25042,1679,"27.315359, 87.063344"
T101091,C12890,Current,BR-005,Online Payment,36259,2023-10-25 11:41:47,Internet,409302,3630,"26.377731, 80.378499"
T101092,C12162,Savings,BR-003,Deposit,44025,2024-11-27 23:29:53,Mobile Banking,149459,2445,"26.638959, 81.639384"
T101093,C10759,Savings,BR-016,Deposit,6051,2024-07-19 15:08:26,Qr,421258,1407,"26.300472, 85.732379"
T101094,C11254,Current,BR-013,Deposit,87488,2024-08-29 20:29:17,Atm,90424,3231,"26.974708, 84.977732"
T101095,C11963,Savings,BR-017,Deposit,8107,2024-05-27 16:25:39,Internet,183690,2541,"27.33433, 80.490072"
T101096,C10405,Current,BR-004,Online Payment,41932,2025-04-16 15:25:47,Qr,224122,7550,"26.35448, 81.031223"
T101097,C12027,Business,BR-014,Transfer,58696,2023-11-15 00:27:13,Internet,150395,7282,"28.518531, 83.085081"
T101098,C11825,Business,BR-010,Transfer,30623,2024-08-06 05:39:39,Mobile Banking,19019,6808,"26.081217, 86.240056"
T101099,C11785,Business,BR-017,Online Payment,88961,2025-01-18 08:28:35,Qr,338570,9673,"29.607626, 81.022272"
T101100,C11897,Business,BR-004,Deposit,86840,2024-09-26 11:17:47,Qr,41863,6921,"26.412047, 84.197475"
T101101,C11415,Business,BR-020,Deposit,15624,2024-05-27 20:29:16,Atm,112023,9594,"27.673904, 82.602192"
T101102,C10075,Savings,BR-017,Online Payment,19382,2023-06-13 01:48:09,Counter,142355,1518,"28.985805, 81.720566"
T101103,C10986,Current,BR-019,Deposit,24030,2024-02-25 04:20:29,Mobile Banking,412495,6222,"27.675899, 86.958262"
T101104,C12611,Current,BR-020,Transfer,177,2023-11-24 23:57:36,Mobile Banking,310143,4510,"29.762914, 81.666535"
T101105,C11977,Business,BR-013,Withdrawal,20711,2024-06-09 18:55:01,Atm,63780,4851,"27.560176, 80.475713"
T101106,C10728,Business,BR-007,Deposit,17084,2024-08-06 19:06:44,Mobile Banking,286052,5879,"27.902277, 86.434994"
T101107,C11342,Current,BR-015,Withdrawal,14160,2024-10-19 20:28:38,Mobile Banking,193656,3593,"26.692544, 84.409775"
